物件名,住所,交通,築年数,部屋名,賃料,敷金,礼金,占有面積,間取り,所在階,向き,画像
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"24.2万円(15,000円)",無,無,55.8m²,2LDK,7階,-,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116868%252Frent%252F93122%252F1%252F1%252F79o9.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"24.5万円(15,000円)",無,無,57.13m²,3LDK,5階,-,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F121105%252F1%252F1%252Fm4z0.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"24.7万円(15,000円)",無,無,57.13m²,3LDK,6階,-,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F125002%252F1%252F2%252Fbhxi.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"24.9万円(15,000円)",無,無,57.13m²,3LDK,7階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29146%252F1%252F1%252Fij12.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"25.5万円(15,000円)",無,無,55.02m²,3LDK,9階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126400%252Frent%252F43103%252F1%252F1%252Fnan1.jpg&width=100&height=100
コンフォリア日暮里,東京都荒川区西日暮里2丁目7番17号,JR山手線 日暮里駅 徒歩 5 分,2021年6月,コンフォリア日暮里 405,"13.8万円(8,000円)",1ヶ月,無,26.82m²,1DK,4階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F149866%252F1%252F2%252Fk3ko.jpg&width=100&height=100
コンフォリア日暮里,東京都荒川区西日暮里2丁目7番17号,JR山手線 日暮里駅 徒歩 5 分,2021年6月,コンフォリア日暮里,"16.1万円(10,000円)",1ヶ月,無,31.94m²,1LDK,8階,北東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F203477%252F1%252F1%252Frnd3.jpg&width=100&height=100
コンフォリア日暮里,東京都荒川区西日暮里2丁目7番17号,JR山手線 日暮里駅 徒歩 5 分,2021年6月,コンフォリア日暮里 206,"25.6万円(12,000円)",1ヶ月,無,55.09m²,2LDK,2階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F149867%252F1%252F2%252Fsktw.jpg&width=100&height=100
コンフォリア日暮里,東京都荒川区西日暮里2丁目7番17号,JR山手線 日暮里駅 徒歩 5 分,2021年6月,コンフォリア日暮里 804,"25.9万円(12,000円)","259,000円",無,51.48m²,2LDK,8階,北西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5613%252Frent%252F300101%252F1%252F2%252Ff1f3.jpg&width=100&height=100
コンフォリア日暮里,東京都荒川区西日暮里2丁目7番17号,JR山手線 日暮里駅 徒歩 5 分,2021年6月,コンフォリア日暮里,"25.9万円(12,000円)",1ヶ月,無,54.64m²,2LDK,8階,-,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F108926%252Frent%252F115457%252F1%252F2%252Fo3hm.jpg&width=100&height=100
コンフォリア日暮里,東京都荒川区西日暮里2丁目7番17号,JR山手線 日暮里駅 徒歩 5 分,2021年6月,コンフォリア日暮里 508,"26万円(12,000円)",1ヶ月,無,54.93m²,2LDK,5階,北西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F147161%252F1%252F2%252Fo9wi.jpg&width=100&height=100
ツインドエルひぐらし,東京都荒川区西日暮里5丁目27番9号,JR常磐線(上野～取手) 三河島駅 徒歩 9 分,1982年1月,ツインドエルひぐらし,"12.2万円(8,000円)",1ヶ月,1ヶ月,44.85m²,2LDK,4階,南西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F69e63f1c-71e0-4b54-8216-b7b5c6bed467_property_picture_4104_large.jpg&width=100&height=100
ツインドエルひぐらし,東京都荒川区西日暮里5丁目27番9号,JR常磐線(上野～取手) 三河島駅 徒歩 9 分,1982年1月,ツインドエルひぐらし,"12.2万円(8,000円)",1ヶ月,1ヶ月,45m²,2DK,4階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F108926%252Frent%252F116051%252F1%252F2%252F8wj2.jpg&width=100&height=100
ツインドエルひぐらし,東京都荒川区西日暮里5丁目27番9号,JR常磐線(上野～取手) 三河島駅 徒歩 9 分,1982年1月,ツインドエルひぐらし,"12.7万円(8,000円)","127,000円","127,000円",43.53m²,2LDK,6階,南西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29151%252F1%252F1%252Fb4zb.jpg&width=100&height=100
ツインドエルひぐらし,東京都荒川区西日暮里5丁目27番9号,JR常磐線(上野～取手) 三河島駅 徒歩 9 分,1982年1月,ツインドエルひぐらし 603,"12.7万円(8,000円)",1ヶ月,1ヶ月,44.5m²,2LDK,6階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F105197%252Frent%252F324171%252F1%252F2%252F09ww.jpg&width=100&height=100
W723,東京都荒川区東日暮里6丁目,JR常磐線(上野～取手) 三河島駅 徒歩 6 分,2014年2月,Ｗ723 403,"9.5万円(7,000円)",1ヶ月,1ヶ月,25m²,1DK,4階,北,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F149226%252F1%252F2%252Ff9h8.jpg&width=100&height=100
W723,東京都荒川区東日暮里6丁目,JR常磐線(上野～取手) 三河島駅 徒歩 6 分,2014年2月,Ｗ723 803,"9.5万円(7,000円)",1ヶ月,1ヶ月,25m²,1DK,8階,北,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F146901%252Frent%252F23298%252F1%252F1%252Fjq1c.jpg&width=100&height=100
八番館,東京都荒川区東日暮里4丁目35-18,JR常磐線(上野～取手) 三河島駅 徒歩 9 分,2019年8月,八番館 801,"13万円(10,000円)",1ヶ月,1ヶ月,30.38m²,1K,8階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F148963%252Frent%252F88774%252F1%252F2%252Fbs3s.jpg&width=100&height=100
八番館,東京都荒川区東日暮里4丁目35-18,JR常磐線(上野～取手) 三河島駅 徒歩 9 分,2019年8月,竹山ビル八番館,"22.7万円(15,000円)",1ヶ月,1ヶ月,51.12m²,2LDK,9階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fb6797281-93fd-4c24-af73-78835f299341_property_picture_4104_large.jpg&width=100&height=100
グランカーサ日暮里,東京都荒川区東日暮里6丁目40番20号,,2023年11月,グランカーサ日暮里 902,"12.3万円(10,000円)",1ヶ月,無,25.26m²,1DK,9階,北,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65058%252F1%252F1%252Fhaj2.jpg&width=100&height=100
グランカーサ日暮里,東京都荒川区東日暮里6丁目40番20号,,2023年11月,グランカーサ日暮里,"23.4万円(12,000円)","234,000円","234,000円",50.12m²,2LDK,9階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29231%252F1%252F1%252Fvaqi.jpg&width=100&height=100
ドゥーエ三ノ輪II,東京都荒川区東日暮里2丁目,東京メトロ日比谷線 三ノ輪駅 徒歩 6 分,2023年1月,ドゥーエ三ノ輪II,"11.6万円(10,000円)","116,000円","116,000円",26.98m²,1K,9階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29161%252F1%252F1%252Fmo1e.jpg&width=100&height=100
ドゥーエ三ノ輪II,東京都荒川区東日暮里2丁目,東京メトロ日比谷線 三ノ輪駅 徒歩 6 分,2023年1月,ドゥーエ三ノ輪II,"21万円(12,000円)","210,000円","210,000円",52.04m²,2LDK,2階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29160%252F1%252F1%252Fbrn6.jpg&width=100&height=100
リーフガーデン東日暮里,東京都荒川区東日暮里1丁目20番4号,東京メトロ日比谷線 三ノ輪駅 徒歩 3 分,2022年11月,リーフガーデン東日暮里,"22万円(11,000円)",1ヶ月,1ヶ月,51.48m²,2LDK,7階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F100459%252Frent%252F168230%252F1%252F1%252Fwpog.jpg&width=100&height=100
リーフガーデン東日暮里,東京都荒川区東日暮里1丁目20番4号,東京メトロ日比谷線 三ノ輪駅 徒歩 3 分,2022年11月,リーフガーデン東日暮里,"22万円(11,000円)",1ヶ月,1ヶ月,51.48m²,2LDK,6階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F226164%252F1%252F2%252F73tx.jpg&width=100&height=100
リーフガーデン東日暮里,東京都荒川区東日暮里1丁目20番4号,東京メトロ日比谷線 三ノ輪駅 徒歩 3 分,2022年11月,リーフガーデン東日暮里,"22.5万円(11,000円)",1ヶ月,1ヶ月,51.48m²,2LDK,8階,南東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F225891%252F1%252F2%252Fraep.jpg&width=100&height=100
W,東京都荒川区東日暮里6丁目,JR山手線 日暮里駅 徒歩 5 分,2014年2月,Ｗ723 403,"9.5万円(7,000円)",1ヶ月,1ヶ月,25m²,1DK,4階,北,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F149226%252F1%252F2%252Ff9h8.jpg&width=100&height=100
W,東京都荒川区東日暮里6丁目,JR山手線 日暮里駅 徒歩 5 分,2014年2月,Ｗ723 803,"9.5万円(7,000円)",1ヶ月,1ヶ月,25m²,1DK,8階,北,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F146901%252Frent%252F23298%252F1%252F1%252Fjq1c.jpg&width=100&height=100
K,東京都荒川区東日暮里3丁目44番5号,,2007年3月,Ｋ2,"8.4万円(4,000円)",1ヶ月,1ヶ月,26m²,1K,2階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F151480%252Frent%252F48333%252F1%252F2%252F3rdd.jpg&width=100&height=100
K,東京都荒川区東日暮里3丁目44番5号,,2007年3月,K2,"8.8万円(4,000円)",1ヶ月,1ヶ月,26m²,1K,7階,西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fde7afc8b-8a4e-4767-aac2-9779e4fc6a25_property_picture_4104_large.jpg&width=100&height=100
K,東京都荒川区東日暮里3丁目44番5号,,2007年3月,シーズガーデン日暮里パークウエスト,"17.3万円(15,000円)",無,無,55.02m²,2LDK,4階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F149690%252Frent%252F32100%252F1%252F2%252Fogon.jpg&width=100&height=100
K2,東京都荒川区東日暮里3丁目44番5号,JR常磐線(上野～取手) 三河島駅 徒歩 5 分,2007年3月,Ｋ2,"8.4万円(4,000円)",1ヶ月,1ヶ月,26m²,1K,2階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F151480%252Frent%252F48333%252F1%252F2%252F3rdd.jpg&width=100&height=100
K2,東京都荒川区東日暮里3丁目44番5号,JR常磐線(上野～取手) 三河島駅 徒歩 5 分,2007年3月,K2,"8.8万円(4,000円)",1ヶ月,1ヶ月,26m²,1K,7階,西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fde7afc8b-8a4e-4767-aac2-9779e4fc6a25_property_picture_4104_large.jpg&width=100&height=100
カルム日暮里レジデンス,東京都荒川区東日暮里5丁目,JR山手線 日暮里駅 徒歩 6 分,2019年2月,カルム日暮里レジデンス 702,"10.9万円(8,000円)",1ヶ月,1ヶ月,25.02m²,1K,7階,北,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F148963%252Frent%252F88929%252F1%252F2%252Ffkhf.jpg&width=100&height=100
トラディス日暮里S,東京都荒川区東日暮里5丁目15番9号,JR山手線 鶯谷駅 徒歩 5 分,2010年3月,ＴＲＡＤＩＳ ＮＩＰＰＯＲＩ Ｓ 903,"9.5万円(15,000円)",1ヶ月,1ヶ月,25.84m²,1K,9階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147153%252Frent%252F22877%252F1%252F1%252Fy71r.jpg&width=100&height=100
ルーチェ,東京都荒川区東日暮里3丁目46番10号,JR常磐線(上野～取手) 三河島駅 徒歩 6 分,2011年3月,ルーチェ 302,"8.6万円(6,000円)",無,1ヶ月,25.56m²,1K,3階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5613%252Frent%252F326476%252F1%252F2%252Fzjfa.jpg&width=100&height=100
いずみマンションII,東京都荒川区町屋2丁目16番15号,東京メトロ千代田線 町屋駅 徒歩 3 分,2006年9月,いずみマンションII 301,"12.7万円(5,000円)",1ヶ月,1ヶ月,41.04m²,1LDK,3階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F105197%252Frent%252F323689%252F1%252F2%252F1h2n.jpg&width=100&height=100
プリンセスハイツ東日暮里,東京都荒川区東日暮里6丁目45番6号,JR山手線 日暮里駅 徒歩 4 分,1985年8月,プリンセスハイツ東日暮里,"11.5万円(8,000円)",1ヶ月,1ヶ月,36.71m²,2K,8階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fae1cd936-5cf6-4a26-b59a-02acd11c2c32_property_picture_4104_large.jpg&width=100&height=100
グランカーサ南千住,東京都荒川区南千住3丁目4-,JR常磐線(上野～取手) 南千住駅 徒歩 3 分,2021年12月,グランカーサ南千住 505,"20万円(10,000円)",1ヶ月,1ヶ月,50.68m²,2LDK,5階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F149104%252F1%252F2%252Fuezh.jpg&width=100&height=100
ＸＥＢＥＣ東日暮里II,東京都荒川区東日暮里1丁目,東京メトロ日比谷線 三ノ輪駅 徒歩 5 分,2016年5月,ＸＥＢＥＣ東日暮里II,"9.3万円(8,000円)",無,1ヶ月,25.89m²,1K,8階,南東,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107095%252Frent%252F122587%252F1%252F1%252Fpyxl.jpg&width=100&height=100
Fiore西尾久II,東京都荒川区西尾久2丁目37番5号,都電荒川線 小台駅 徒歩 1 分,1998年3月,Fiore 西尾久II,"5.5万円(7,000円)",0.5ヶ月,1ヶ月,21.83m²,1K,3階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fc6f6a17f-de34-4f06-9a53-822214e51c37_property_picture_4104_large.jpg&width=100&height=100
竹山ビル八番館,東京都荒川区東日暮里4丁目35-18,JR山手線 日暮里駅 徒歩 10 分,2019年8月,竹山ビル八番館,"22.7万円(15,000円)",1ヶ月,1ヶ月,51.12m²,2LDK,9階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fb6797281-93fd-4c24-af73-78835f299341_property_picture_4104_large.jpg&width=100&height=100
エクセルハイム町屋,東京都荒川区町屋7丁目,東京メトロ千代田線 町屋駅 徒歩 13 分,1990年5月,エクセルハイム町屋,"6.8万円(5,000円)",無,無,26.51m²,1K,2階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F103587%252Frent%252F25265%252F1%252F1%252Fe26l.jpg&width=100&height=100
川萬ビルグランアルシェ,東京都荒川区南千住1丁目32-10,都電荒川線 三ノ輪橋駅 徒歩 3 分,1995年3月,川萬ビルグランアルシェ,"9.2万円(8,000円)",1ヶ月,無,33.82m²,1DK,9階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fd90a8440-a5ba-4df7-b78b-76b8195da645_property_picture_4104_large.jpg&width=100&height=100
川萬ビルグランアルシェ,東京都荒川区南千住1丁目32-10,都電荒川線 三ノ輪橋駅 徒歩 3 分,1995年3月,川萬ビルグランアルシェ 901,"9.5万円(8,000円)",1ヶ月,無,33.82m²,1DK,9階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F136817%252Frent%252F3610%252F1%252F1%252Fip2h.jpg&width=100&height=100
AIFLATDokanyama,東京都荒川区西日暮里5丁目,JR山手線 西日暮里駅 徒歩 2 分,2019年2月,AIFLAT Dokanyama 502,"11.8万円(10,000円)",1ヶ月,1ヶ月,31.47m²,ワンルーム,5階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F148963%252Frent%252F88103%252F1%252F2%252Fqtfb.jpg&width=100&height=100
ライオンズプラザ日暮里,東京都荒川区東日暮里6丁目50番8号,JR山手線 日暮里駅 徒歩 6 分,1993年3月,ライオンズプラザ日暮里,8万円(-円),"80,000円","80,000円",26.6m²,1DK,2階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F5262%252F5262933%252F5262933_1.jpg&width=100&height=100
ライフガーデン西日暮里,東京都荒川区西日暮里1丁目28番5号,JR常磐線(上野～取手) 三河島駅 徒歩 5 分,2014年3月,ライフガーデン西日暮里 702,"19.8万円(20,000円)",1ヶ月,1ヶ月,52.97m²,2LDK,7階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F225195%252F1%252F2%252Fkt8t.jpg&width=100&height=100
ベルシティオ町屋,東京都荒川区荒川6丁目70番12号,京成本線 町屋駅 徒歩 5 分,1993年3月,ベルシティオ町屋,17万円(-円),1ヶ月,1ヶ月,57.92m²,3LDK,7階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fe22deb4d-a673-498d-bc93-ad4de03b4706_property_picture_4104_large.jpg&width=100&height=100
ディップス日暮里,東京都荒川区東日暮里6丁目53番4号,JR山手線 日暮里駅 徒歩 4 分,2012年7月,DIPS日暮里,"11.8万円(10,000円)",1ヶ月,1ヶ月,35.84m²,1DK,3階,-,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F128684%252Frent%252F70497%252F1%252F2%252Fcpbv.jpg&width=100&height=100
ビバリーホームズ東尾久,東京都荒川区東尾久8丁目3番21号,都電荒川線 熊野前駅 徒歩 5 分,2017年3月,ビバリーホームズ東尾久 305,"9.85万円(12,000円)","98,500円","98,500円",33.45m²,1LDK,3階,北,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F127418%252Frent%252F3632%252F1%252F1%252F15cv.jpg&width=100&height=100
ティモーネグランデ田端ドゥーエ,東京都荒川区西尾久7丁目23番5号,JR高崎線 尾久駅 徒歩 3 分,2022年2月,ティモーネグランデ田端ドゥーエ,"13.3万円(15,000円)",1ヶ月,1ヶ月,32m²,2K,2階,-,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F132062%252Frent%252F309364%252F1%252F2%252F5l1n.jpg&width=100&height=100
LiveCasa日暮里EAST,東京都荒川区東日暮里1丁目32番,東京メトロ日比谷線 三ノ輪駅 徒歩 6 分,2025年3月,ＬｉｖｅＣａｓａ日暮里ＥＡＳＴ,"17.6万円(12,000円)",1ヶ月,無,38.7m²,2DK,3階,-,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F123616%252F1%252F2%252Fwdsa.jpg&width=100&height=100
LiveCasa日暮里EAST,東京都荒川区東日暮里1丁目32番,東京メトロ日比谷線 三ノ輪駅 徒歩 6 分,2025年3月,ＬｉｖｅＣａｓａ日暮里ＥＡＳＴ,"17.6万円(12,000円)",無,無,38.7m²,2DK,2階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205681%252F1%252F1%252F4hss.jpg&width=100&height=100
